date,year,month,district,lat,lon,t2m,prectot
2019-05-31,2019,5,Sarlahi,27.0,85.45,30.92,1.48
2019-06-30,2019,6,Sarlahi,27.0,85.45,31.94,2.96
2019-07-31,2019,7,Sarlahi,27.0,85.45,27.74,13.81
2019-08-31,2019,8,Sarlahi,27.0,85.45,27.06,5.54
2019-09-30,2019,9,Sarlahi,27.0,85.45,25.29,8.52
2019-10-31,2019,10,Sarlahi,27.0,85.45,22.14,0.18
2019-11-30,2019,11,Sarlahi,27.0,85.45,19.69,0.46
2019-12-31,2019,12,Sarlahi,27.0,85.45,13.7,0.71
1981-01-31,1981,1,Sindhuli,27.2,85.9,12.01,24.37
1981-02-28,1981,2,Sindhuli,27.2,85.9,15.5,1.55
1981-03-31,1981,3,Sindhuli,27.2,85.9,19.65,28.19
1981-04-30,1981,4,Sindhuli,27.2,85.9,23.47,56.44
1981-05-31,1981,5,Sindhuli,27.2,85.9,25.99,138.26
1981-06-30,1981,6,Sindhuli,27.2,85.9,27.29,176.38
1981-07-31,1981,7,Sindhuli,27.2,85.9,24.77,400.39
1981-08-31,1981,8,Sindhuli,27.2,85.9,24.26,232.1
1981-09-30,1981,9,Sindhuli,27.2,85.9,22.94,104.17
1981-10-31,1981,10,Sindhuli,27.2,85.9,20.22,1.37
1981-11-30,1981,11,Sindhuli,27.2,85.9,16.8,20.98
1981-12-31,1981,12,Sindhuli,27.2,85.9,13.39,5.71
1982-01-31,1982,1,Sindhuli,27.2,85.9,13.62,65.17
1982-02-28,1982,2,Sindhuli,27.2,85.9,13.76,14.33
1982-03-31,1982,3,Sindhuli,27.2,85.9,18.51,29.67
1982-04-30,1982,4,Sindhuli,27.2,85.9,24.18,33.71
1982-05-31,1982,5,Sindhuli,27.2,85.9,27.39,46.63
1982-06-30,1982,6,Sindhuli,27.2,85.9,27.66,94.59
1982-07-31,1982,7,Sindhuli,27.2,85.9,26.62,218.21
1982-08-31,1982,8,Sindhuli,27.2,85.9,25.09,188.38
1982-09-30,1982,9,Sindhuli,27.2,85.9,23.28,128.62
1982-10-31,1982,10,Sindhuli,27.2,85.9,21.15,6.47
1982-11-30,1982,11,Sindhuli,27.2,85.9,16.92,8.42
1982-12-31,1982,12,Sindhuli,27.2,85.9,13.62,4.66
1983-01-31,1983,1,Sindhuli,27.2,85.9,11.9,0.14
1983-02-28,1983,2,Sindhuli,27.2,85.9,14.41,0.12
1983-03-31,1983,3,Sindhuli,27.2,85.9,20.21,6.33
1983-04-30,1983,4,Sindhuli,27.2,85.9,23.46,10.14
1983-05-31,1983,5,Sindhuli,27.2,85.9,26.97,40.1
1983-06-30,1983,6,Sindhuli,27.2,85.9,29.21,109.92
1983-07-31,1983,7,Sindhuli,27.2,85.9,26.73,199.47
1983-08-31,1983,8,Sindhuli,27.2,85.9,25.51,95.36
1983-09-30,1983,9,Sindhuli,27.2,85.9,24.43,56.53
1983-10-31,1983,10,Sindhuli,27.2,85.9,21.8,50.92
1983-11-30,1983,11,Sindhuli,27.2,85.9,17.83,0.0
1983-12-31,1983,12,Sindhuli,27.2,85.9,13.64,6.55
1984-01-31,1984,1,Sindhuli,27.2,85.9,12.12,7.28
1984-02-29,1984,2,Sindhuli,27.2,85.9,14.53,19.12
1984-03-31,1984,3,Sindhuli,27.2,85.9,21.52,6.19
1984-04-30,1984,4,Sindhuli,27.2,85.9,26.2,15.23
1984-05-31,1984,5,Sindhuli,27.2,85.9,27.41,44.3
1984-06-30,1984,6,Sindhuli,27.2,85.9,26.27,200.0
1984-07-31,1984,7,Sindhuli,27.2,85.9,24.44,226.02
1984-08-31,1984,8,Sindhuli,27.2,85.9,24.6,221.64
1984-09-30,1984,9,Sindhuli,27.2,85.9,22.12,184.68
1984-10-31,1984,10,Sindhuli,27.2,85.9,20.9,14.17
1984-11-30,1984,11,Sindhuli,27.2,85.9,16.53,0.0
1984-12-31,1984,12,Sindhuli,27.2,85.9,13.7,1.79
1985-01-31,1985,1,Sindhuli,27.2,85.9,12.76,12.43
1985-02-28,1985,2,Sindhuli,27.2,85.9,14.84,1.33
1985-03-31,1985,3,Sindhuli,27.2,85.9,21.96,1.68
1985-04-30,1985,4,Sindhuli,27.2,85.9,26.24,2.03
1985-05-31,1985,5,Sindhuli,27.2,85.9,27.57,35.88
1985-06-30,1985,6,Sindhuli,27.2,85.9,29.09,57.94
1985-07-31,1985,7,Sindhuli,27.2,85.9,24.51,369.79
1985-08-31,1985,8,Sindhuli,27.2,85.9,24.8,201.36
1985-09-30,1985,9,Sindhuli,27.2,85.9,22.7,210.08
1985-10-31,1985,10,Sindhuli,27.2,85.9,19.99,99.77
1985-11-30,1985,11,Sindhuli,27.2,85.9,15.59,0.0
1985-12-31,1985,12,Sindhuli,27.2,85.9,13.44,7.02
1986-01-31,1986,1,Sindhuli,27.2,85.9,12.55,0.71
1986-02-28,1986,2,Sindhuli,27.2,85.9,14.98,12.98
1986-03-31,1986,3,Sindhuli,27.2,85.9,20.18,2.71
1986-04-30,1986,4,Sindhuli,27.2,85.9,24.9,18.08
1986-05-31,1986,5,Sindhuli,27.2,85.9,26.03,48.63
1986-06-30,1986,6,Sindhuli,27.2,85.9,28.23,160.75
1986-07-31,1986,7,Sindhuli,27.2,85.9,24.27,293.83
1986-08-31,1986,8,Sindhuli,27.2,85.9,24.64,149.44
1986-09-30,1986,9,Sindhuli,27.2,85.9,23.01,65.89
1986-10-31,1986,10,Sindhuli,27.2,85.9,20.23,47.68
1986-11-30,1986,11,Sindhuli,27.2,85.9,17.32,0.73
1986-12-31,1986,12,Sindhuli,27.2,85.9,13.86,30.26
1987-01-31,1987,1,Sindhuli,27.2,85.9,13.19,3.78
1987-02-28,1987,2,Sindhuli,27.2,85.9,16.56,3.22
1987-03-31,1987,3,Sindhuli,27.2,85.9,20.06,15.4
1987-04-30,1987,4,Sindhuli,27.2,85.9,24.98,18.28
1987-05-31,1987,5,Sindhuli,27.2,85.9,27.19,14.56
1987-06-30,1987,6,Sindhuli,27.2,85.9,29.54,46.41
1987-07-31,1987,7,Sindhuli,27.2,85.9,25.68,254.55
1987-08-31,1987,8,Sindhuli,27.2,85.9,24.04,306.61
1987-09-30,1987,9,Sindhuli,27.2,85.9,23.15,220.12
1987-10-31,1987,10,Sindhuli,27.2,85.9,19.77,80.85
1987-11-30,1987,11,Sindhuli,27.2,85.9,16.77,0.19
1987-12-31,1987,12,Sindhuli,27.2,85.9,14.12,1.67
1988-01-31,1988,1,Sindhuli,27.2,85.9,13.34,0.99
1988-02-29,1988,2,Sindhuli,27.2,85.9,16.24,3.93
1988-03-31,1988,3,Sindhuli,27.2,85.9,19.64,41.47
1988-04-30,1988,4,Sindhuli,27.2,85.9,25.56,30.14
1988-05-31,1988,5,Sindhuli,27.2,85.9,27.2,78.07
1988-06-30,1988,6,Sindhuli,27.2,85.9,27.58,117.98
1988-07-31,1988,7,Sindhuli,27.2,85.9,24.97,312.78
1988-08-31,1988,8,Sindhuli,27.2,85.9,24.22,238.28
1988-09-30,1988,9,Sindhuli,27.2,85.9,23.57,77.9
1988-10-31,1988,10,Sindhuli,27.2,85.9,21.35,14.24
1988-11-30,1988,11,Sindhuli,27.2,85.9,18.27,0.02
1988-12-31,1988,12,Sindhuli,27.2,85.9,14.93,24.63
1989-01-31,1989,1,Sindhuli,27.2,85.9,11.65,20.75
1989-02-28,1989,2,Sindhuli,27.2,85.9,14.45,10.78
1989-03-31,1989,3,Sindhuli,27.2,85.9,20.02,9.02
1989-04-30,1989,4,Sindhuli,27.2,85.9,25.23,1.56
1989-05-31,1989,5,Sindhuli,27.2,85.9,27.75,60.2
1989-06-30,1989,6,Sindhuli,27.2,85.9,27.46,71.58
1989-07-31,1989,7,Sindhuli,27.2,85.9,25.63,216.78
1989-08-31,1989,8,Sindhuli,27.2,85.9,24.67,129.02
1989-09-30,1989,9,Sindhuli,27.2,85.9,24.27,90.13
1989-10-31,1989,10,Sindhuli,27.2,85.9,22.4,13.45
1989-11-30,1989,11,Sindhuli,27.2,85.9,17.21,2.02
1989-12-31,1989,12,Sindhuli,27.2,85.9,13.61,2.96
1990-01-31,1990,1,Sindhuli,27.2,85.9,14.69,0.0
1990-02-28,1990,2,Sindhuli,27.2,85.9,15.22,21.48
1990-03-31,1990,3,Sindhuli,27.2,85.9,19.12,10.09
1990-04-30,1990,4,Sindhuli,27.2,85.9,24.67,5.33
1990-05-31,1990,5,Sindhuli,27.2,85.9,28.22,15.82
1990-06-30,1990,6,Sindhuli,27.2,85.9,28.6,104.18
1990-07-31,1990,7,Sindhuli,27.2,85.9,25.23,401.49
1990-08-31,1990,8,Sindhuli,27.2,85.9,24.26,152.3
1990-09-30,1990,9,Sindhuli,27.2,85.9,23.44,114.28
1990-10-31,1990,10,Sindhuli,27.2,85.9,20.62,26.42
1990-11-30,1990,11,Sindhuli,27.2,85.9,18.74,0.0
1990-12-31,1990,12,Sindhuli,27.2,85.9,14.78,0.06
1991-01-31,1991,1,Sindhuli,27.2,85.9,12.79,5.52
1991-02-28,1991,2,Sindhuli,27.2,85.9,17.3,0.11
1991-03-31,1991,3,Sindhuli,27.2,85.9,21.22,7.06
1991-04-30,1991,4,Sindhuli,27.2,85.9,25.41,2.23
1991-05-31,1991,5,Sindhuli,27.2,85.9,29.06,21.61
1991-06-30,1991,6,Sindhuli,27.2,85.9,27.48,60.76
1991-07-31,1991,7,Sindhuli,27.2,85.9,26.7,139.22
1991-08-31,1991,8,Sindhuli,27.2,85.9,25.3,145.74
1991-09-30,1991,9,Sindhuli,27.2,85.9,23.54,122.09
1991-10-31,1991,10,Sindhuli,27.2,85.9,21.72,2.1
1991-11-30,1991,11,Sindhuli,27.2,85.9,16.92,0.12
1991-12-31,1991,12,Sindhuli,27.2,85.9,13.88,18.18
1992-01-31,1992,1,Sindhuli,27.2,85.9,12.87,0.73
1992-02-29,1992,2,Sindhuli,27.2,85.9,13.88,3.97
1992-03-31,1992,3,Sindhuli,27.2,85.9,21.56,0.38
1992-04-30,1992,4,Sindhuli,27.2,85.9,26.32,1.7
1992-05-31,1992,5,Sindhuli,27.2,85.9,26.72,30.66
1992-06-30,1992,6,Sindhuli,27.2,85.9,28.31,60.78
1992-07-31,1992,7,Sindhuli,27.2,85.9,26.46,148.15
1992-08-31,1992,8,Sindhuli,27.2,85.9,25.4,136.64
1992-09-30,1992,9,Sindhuli,27.2,85.9,24.41,85.39
1992-10-31,1992,10,Sindhuli,27.2,85.9,21.89,40.3
1992-11-30,1992,11,Sindhuli,27.2,85.9,17.75,6.58
1992-12-31,1992,12,Sindhuli,27.2,85.9,13.87,5.95
1993-01-31,1993,1,Sindhuli,27.2,85.9,12.5,7.22
1993-02-28,1993,2,Sindhuli,27.2,85.9,16.61,2.12
1993-03-31,1993,3,Sindhuli,27.2,85.9,18.73,31.56
1993-04-30,1993,4,Sindhuli,27.2,85.9,24.1,24.47
1993-05-31,1993,5,Sindhuli,27.2,85.9,27.15,58.3
1993-06-30,1993,6,Sindhuli,27.2,85.9,28.04,105.94
1993-07-31,1993,7,Sindhuli,27.2,85.9,26.73,145.62
1993-08-31,1993,8,Sindhuli,27.2,85.9,25.48,100.49
1993-09-30,1993,9,Sindhuli,27.2,85.9,23.36,123.3
1993-10-31,1993,10,Sindhuli,27.2,85.9,21.91,5.55
1993-11-30,1993,11,Sindhuli,27.2,85.9,18.16,4.17
1993-12-31,1993,12,Sindhuli,27.2,85.9,14.95,0.0
1994-01-31,1994,1,Sindhuli,27.2,85.9,14.32,16.34
1994-02-28,1994,2,Sindhuli,27.2,85.9,14.92,4.44
1994-03-31,1994,3,Sindhuli,27.2,85.9,21.53,2.56
1994-04-30,1994,4,Sindhuli,27.2,85.9,25.12,3.47
1994-05-31,1994,5,Sindhuli,27.2,85.9,28.25,28.41
1994-06-30,1994,6,Sindhuli,27.2,85.9,28.57,103.2
1994-07-31,1994,7,Sindhuli,27.2,85.9,26.78,128.0
1994-08-31,1994,8,Sindhuli,27.2,85.9,26.26,88.4
1994-09-30,1994,9,Sindhuli,27.2,85.9,24.19,111.02
1994-10-31,1994,10,Sindhuli,27.2,85.9,21.6,5.56
1994-11-30,1994,11,Sindhuli,27.2,85.9,18.08,2.32
1994-12-31,1994,12,Sindhuli,27.2,85.9,14.23,0.09
1995-01-31,1995,1,Sindhuli,27.2,85.9,12.42,5.65
1995-02-28,1995,2,Sindhuli,27.2,85.9,15.32,10.04
1995-03-31,1995,3,Sindhuli,27.2,85.9,20.76,6.63
1995-04-30,1995,4,Sindhuli,27.2,85.9,25.59,0.58
1995-05-31,1995,5,Sindhuli,27.2,85.9,29.36,9.73
1995-06-30,1995,6,Sindhuli,27.2,85.9,28.13,126.28
1995-07-31,1995,7,Sindhuli,27.2,85.9,25.27,214.73
1995-08-31,1995,8,Sindhuli,27.2,85.9,24.53,213.61
1995-09-30,1995,9,Sindhuli,27.2,85.9,23.66,63.53
1995-10-31,1995,10,Sindhuli,27.2,85.9,22.1,12.76
1995-11-30,1995,11,Sindhuli,27.2,85.9,17.85,34.37
1995-12-31,1995,12,Sindhuli,27.2,85.9,13.74,17.7
1996-01-31,1996,1,Sindhuli,27.2,85.9,12.39,28.21
1996-02-29,1996,2,Sindhuli,27.2,85.9,15.53,13.54
1996-03-31,1996,3,Sindhuli,27.2,85.9,21.68,0.21
1996-04-30,1996,4,Sindhuli,27.2,85.9,25.08,22.36
1996-05-31,1996,5,Sindhuli,27.2,85.9,29.02,10.97
1996-06-30,1996,6,Sindhuli,27.2,85.9,27.41,120.43
1996-07-31,1996,7,Sindhuli,27.2,85.9,25.69,164.6
1996-08-31,1996,8,Sindhuli,27.2,85.9,24.46,201.64
1996-09-30,1996,9,Sindhuli,27.2,85.9,23.64,89.76
1996-10-31,1996,10,Sindhuli,27.2,85.9,21.18,29.85
1996-11-30,1996,11,Sindhuli,27.2,85.9,17.66,0.25
1996-12-31,1996,12,Sindhuli,27.2,85.9,14.21,0.0
1997-01-31,1997,1,Sindhuli,27.2,85.9,12.33,7.18
1997-02-28,1997,2,Sindhuli,27.2,85.9,14.11,0.17
1997-03-31,1997,3,Sindhuli,27.2,85.9,20.52,1.4
1997-04-30,1997,4,Sindhuli,27.2,85.9,22.75,30.63
1997-05-31,1997,5,Sindhuli,27.2,85.9,27.61,22.82
1997-06-30,1997,6,Sindhuli,27.2,85.9,28.92,78.24
1997-07-31,1997,7,Sindhuli,27.2,85.9,25.43,253.35
1997-08-31,1997,8,Sindhuli,27.2,85.9,24.57,140.6
1997-09-30,1997,9,Sindhuli,27.2,85.9,23.86,42.6
1997-10-31,1997,10,Sindhuli,27.2,85.9,21.06,8.86
1997-11-30,1997,11,Sindhuli,27.2,85.9,18.01,4.88
1997-12-31,1997,12,Sindhuli,27.2,85.9,13.08,21.05
1998-01-31,1998,1,Sindhuli,27.2,85.9,12.2,0.61
1998-02-28,1998,2,Sindhuli,27.2,85.9,15.44,6.32
1998-03-31,1998,3,Sindhuli,27.2,85.9,18.62,8.8
1998-04-30,1998,4,Sindhuli,27.2,85.9,24.98,13.29
1998-05-31,1998,5,Sindhuli,27.2,85.9,28.14,38.16
1998-06-30,1998,6,Sindhuli,27.2,85.9,29.28,55.63
1998-07-31,1998,7,Sindhuli,27.2,85.9,25.87,190.0
1998-08-31,1998,8,Sindhuli,27.2,85.9,24.68,200.37
1998-09-30,1998,9,Sindhuli,27.2,85.9,23.84,116.71
1998-10-31,1998,10,Sindhuli,27.2,85.9,22.68,32.86
1998-11-30,1998,11,Sindhuli,27.2,85.9,19.23,4.22
1998-12-31,1998,12,Sindhuli,27.2,85.9,14.76,0.0
1999-01-31,1999,1,Sindhuli,27.2,85.9,13.47,1.44
1999-02-28,1999,2,Sindhuli,27.2,85.9,18.56,1.67
1999-03-31,1999,3,Sindhuli,27.2,85.9,21.8,0.03
1999-04-30,1999,4,Sindhuli,27.2,85.9,26.79,1.12
1999-05-31,1999,5,Sindhuli,27.2,85.9,27.38,51.66
1999-06-30,1999,6,Sindhuli,27.2,85.9,27.8,95.38
1999-07-31,1999,7,Sindhuli,27.2,85.9,26.01,114.6
1999-08-31,1999,8,Sindhuli,27.2,85.9,25.2,128.65
1999-09-30,1999,9,Sindhuli,27.2,85.9,24.09,67.5
1999-10-31,1999,10,Sindhuli,27.2,85.9,21.88,57.65
1999-11-30,1999,11,Sindhuli,27.2,85.9,17.96,0.01
1999-12-31,1999,12,Sindhuli,27.2,85.9,14.75,0.0
2000-01-31,2000,1,Sindhuli,27.2,85.9,13.63,0.73
2000-02-29,2000,2,Sindhuli,27.2,85.9,13.97,1.76
2000-03-31,2000,3,Sindhuli,27.2,85.9,19.71,3.05
2000-04-30,2000,4,Sindhuli,27.2,85.9,25.88,13.86
2000-05-31,2000,5,Sindhuli,27.2,85.9,27.36,61.09
2000-06-30,2000,6,Sindhuli,27.2,85.9,26.23,194.98
2000-07-31,2000,7,Sindhuli,27.2,85.9,25.46,144.51
2000-08-31,2000,8,Sindhuli,27.2,85.9,24.91,188.54
2000-09-30,2000,9,Sindhuli,27.2,85.9,22.97,145.08
2000-10-31,2000,10,Sindhuli,27.2,85.9,22.1,3.11
2000-11-30,2000,11,Sindhuli,27.2,85.9,17.96,0.78
2000-12-31,2000,12,Sindhuli,27.2,85.9,14.1,0.01
2001-01-31,2001,1,Sindhuli,27.2,85.9,12.71,1.01
2001-02-28,2001,2,Sindhuli,27.2,85.9,16.42,0.21
2001-03-31,2001,3,Sindhuli,27.2,85.9,20.82,2.28
2001-04-30,2001,4,Sindhuli,27.2,85.9,25.55,8.57
2001-05-31,2001,5,Sindhuli,27.2,85.9,27.4,48.18
2001-06-30,2001,6,Sindhuli,27.2,85.9,27.06,111.85
2001-07-31,2001,7,Sindhuli,27.2,85.9,26.64,170.42
2001-08-31,2001,8,Sindhuli,27.2,85.9,25.83,156.02
2001-09-30,2001,9,Sindhuli,27.2,85.9,23.28,142.83
2001-10-31,2001,10,Sindhuli,27.2,85.9,21.43,40.41
2001-11-30,2001,11,Sindhuli,27.2,85.9,17.94,0.31
2001-12-31,2001,12,Sindhuli,27.2,85.9,13.6,0.0
2002-01-31,2002,1,Sindhuli,27.2,85.9,13.07,12.02
2002-02-28,2002,2,Sindhuli,27.2,85.9,16.25,10.29
2002-03-31,2002,3,Sindhuli,27.2,85.9,20.92,21.3
2002-04-30,2002,4,Sindhuli,27.2,85.9,25.18,11.43
2002-05-31,2002,5,Sindhuli,27.2,85.9,26.24,86.79
2002-06-30,2002,6,Sindhuli,27.2,85.9,27.41,82.36
2002-07-31,2002,7,Sindhuli,27.2,85.9,26.74,150.04
2002-08-31,2002,8,Sindhuli,27.2,85.9,25.34,99.84
2002-09-30,2002,9,Sindhuli,27.2,85.9,24.51,61.98
2002-10-31,2002,10,Sindhuli,27.2,85.9,21.84,29.32
2002-11-30,2002,11,Sindhuli,27.2,85.9,18.52,0.1
2002-12-31,2002,12,Sindhuli,27.2,85.9,14.39,9.98
2003-01-31,2003,1,Sindhuli,27.2,85.9,12.3,5.31
2003-02-28,2003,2,Sindhuli,27.2,85.9,14.89,43.97
2003-03-31,2003,3,Sindhuli,27.2,85.9,19.44,2.89
2003-04-30,2003,4,Sindhuli,27.2,85.9,25.88,7.87
2003-05-31,2003,5,Sindhuli,27.2,85.9,27.28,13.36
2003-06-30,2003,6,Sindhuli,27.2,85.9,27.67,128.34
2003-07-31,2003,7,Sindhuli,27.2,85.9,25.52,186.57
2003-08-31,2003,8,Sindhuli,27.2,85.9,25.46,90.09
2003-09-30,2003,9,Sindhuli,27.2,85.9,24.5,67.49
2003-10-31,2003,10,Sindhuli,27.2,85.9,22.09,51.2
2003-11-30,2003,11,Sindhuli,27.2,85.9,17.45,0.14
2003-12-31,2003,12,Sindhuli,27.2,85.9,13.92,13.72
2004-01-31,2004,1,Sindhuli,27.2,85.9,12.5,22.89
2004-02-29,2004,2,Sindhuli,27.2,85.9,15.39,0.28
2004-03-31,2004,3,Sindhuli,27.2,85.9,21.99,15.54
2004-04-30,2004,4,Sindhuli,27.2,85.9,24.84,132.31
2004-05-31,2004,5,Sindhuli,27.2,85.9,26.17,106.97
2004-06-30,2004,6,Sindhuli,27.2,85.9,25.83,159.59
2004-07-31,2004,7,Sindhuli,27.2,85.9,24.17,393.6
2004-08-31,2004,8,Sindhuli,27.2,85.9,24.47,205.02
2004-09-30,2004,9,Sindhuli,27.2,85.9,23.12,137.49
2004-10-31,2004,10,Sindhuli,27.2,85.9,19.82,60.84
2004-11-30,2004,11,Sindhuli,27.2,85.9,16.45,19.6
2004-12-31,2004,12,Sindhuli,27.2,85.9,13.69,0.11
2005-01-31,2005,1,Sindhuli,27.2,85.9,12.44,43.63
2005-02-28,2005,2,Sindhuli,27.2,85.9,15.85,14.11
2005-03-31,2005,3,Sindhuli,27.2,85.9,20.85,21.73
2005-04-30,2005,4,Sindhuli,27.2,85.9,24.65,27.53
2005-05-31,2005,5,Sindhuli,27.2,85.9,26.45,34.13
2005-06-30,2005,6,Sindhuli,27.2,85.9,28.39,149.75
2005-07-31,2005,7,Sindhuli,27.2,85.9,24.99,308.82
2005-08-31,2005,8,Sindhuli,27.2,85.9,24.49,286.52
2005-09-30,2005,9,Sindhuli,27.2,85.9,23.73,90.49
2005-10-31,2005,10,Sindhuli,27.2,85.9,20.79,123.38
2005-11-30,2005,11,Sindhuli,27.2,85.9,16.36,0.0
2005-12-31,2005,12,Sindhuli,27.2,85.9,14.13,0.01
2006-01-31,2006,1,Sindhuli,27.2,85.9,13.57,0.0
2006-02-28,2006,2,Sindhuli,27.2,85.9,18.06,0.0
2006-03-31,2006,3,Sindhuli,27.2,85.9,20.21,21.03
2006-04-30,2006,4,Sindhuli,27.2,85.9,24.25,19.87
2006-05-31,2006,5,Sindhuli,27.2,85.9,26.52,116.3
2006-06-30,2006,6,Sindhuli,27.2,85.9,25.53,231.15
2006-07-31,2006,7,Sindhuli,27.2,85.9,25.02,312.51
2006-08-31,2006,8,Sindhuli,27.2,85.9,24.65,173.55
2006-09-30,2006,9,Sindhuli,27.2,85.9,22.93,234.37
2006-10-31,2006,10,Sindhuli,27.2,85.9,20.7,25.42
2006-11-30,2006,11,Sindhuli,27.2,85.9,16.79,2.79
2006-12-31,2006,12,Sindhuli,27.2,85.9,13.78,16.62
2007-01-31,2007,1,Sindhuli,27.2,85.9,12.43,0.01
2007-02-28,2007,2,Sindhuli,27.2,85.9,13.99,70.21
2007-03-31,2007,3,Sindhuli,27.2,85.9,18.82,32.58
2007-04-30,2007,4,Sindhuli,27.2,85.9,25.01,43.34
2007-05-31,2007,5,Sindhuli,27.2,85.9,26.65,79.19
2007-06-30,2007,6,Sindhuli,27.2,85.9,26.51,215.84
2007-07-31,2007,7,Sindhuli,27.2,85.9,24.89,353.88
2007-08-31,2007,8,Sindhuli,27.2,85.9,24.3,252.58
2007-09-30,2007,9,Sindhuli,27.2,85.9,23.0,208.85
2007-10-31,2007,10,Sindhuli,27.2,85.9,20.75,25.29
2007-11-30,2007,11,Sindhuli,27.2,85.9,16.87,1.76
2007-12-31,2007,12,Sindhuli,27.2,85.9,13.1,0.02
2008-01-31,2008,1,Sindhuli,27.2,85.9,12.57,23.49
2008-02-29,2008,2,Sindhuli,27.2,85.9,13.49,1.39
2008-03-31,2008,3,Sindhuli,27.2,85.9,20.26,19.74
2008-04-30,2008,4,Sindhuli,27.2,85.9,24.59,32.45
2008-05-31,2008,5,Sindhuli,27.2,85.9,26.57,118.94
2008-06-30,2008,6,Sindhuli,27.2,85.9,25.16,349.46
2008-07-31,2008,7,Sindhuli,27.2,85.9,24.4,348.76
2008-08-31,2008,8,Sindhuli,27.2,85.9,24.04,309.13
2008-09-30,2008,9,Sindhuli,27.2,85.9,22.97,202.38
2008-10-31,2008,10,Sindhuli,27.2,85.9,20.63,24.11
2008-11-30,2008,11,Sindhuli,27.2,85.9,17.23,0.09
2008-12-31,2008,12,Sindhuli,27.2,85.9,14.71,0.48
2009-01-31,2009,1,Sindhuli,27.2,85.9,14.08,0.21
2009-02-28,2009,2,Sindhuli,27.2,85.9,16.74,0.36
2009-03-31,2009,3,Sindhuli,27.2,85.9,20.88,4.87
2009-04-30,2009,4,Sindhuli,27.2,85.9,25.54,3.6
2009-05-31,2009,5,Sindhuli,27.2,85.9,26.22,107.07
2009-06-30,2009,6,Sindhuli,27.2,85.9,27.71,109.27
2009-07-31,2009,7,Sindhuli,27.2,85.9,26.57,233.71
2009-08-31,2009,8,Sindhuli,27.2,85.9,24.57,324.98
2009-09-30,2009,9,Sindhuli,27.2,85.9,23.56,63.04
2009-10-31,2009,10,Sindhuli,27.2,85.9,20.87,58.94
2009-11-30,2009,11,Sindhuli,27.2,85.9,17.61,2.73
2009-12-31,2009,12,Sindhuli,27.2,85.9,13.55,3.01
2010-01-31,2010,1,Sindhuli,27.2,85.9,13.45,0.31
2010-02-28,2010,2,Sindhuli,27.2,85.9,15.71,11.08
2010-03-31,2010,3,Sindhuli,27.2,85.9,22.46,0.55
2010-04-30,2010,4,Sindhuli,27.2,85.9,27.22,2.68
2010-05-31,2010,5,Sindhuli,27.2,85.9,27.14,82.47
2010-06-30,2010,6,Sindhuli,27.2,85.9,28.02,101.35
2010-07-31,2010,7,Sindhuli,27.2,85.9,25.35,240.09
2010-08-31,2010,8,Sindhuli,27.2,85.9,24.62,335.11
2010-09-30,2010,9,Sindhuli,27.2,85.9,22.91,208.89
2010-10-31,2010,10,Sindhuli,27.2,85.9,20.87,51.14
2010-11-30,2010,11,Sindhuli,27.2,85.9,17.72,0.98
2010-12-31,2010,12,Sindhuli,27.2,85.9,13.47,1.63
2011-01-31,2011,1,Sindhuli,27.2,85.9,11.29,1.77
2011-02-28,2011,2,Sindhuli,27.2,85.9,15.33,11.07
2011-03-31,2011,3,Sindhuli,27.2,85.9,20.5,11.03
2011-04-30,2011,4,Sindhuli,27.2,85.9,23.49,28.33
2011-05-31,2011,5,Sindhuli,27.2,85.9,26.09,141.59
2011-06-30,2011,6,Sindhuli,27.2,85.9,26.41,243.85
2011-07-31,2011,7,Sindhuli,27.2,85.9,24.38,267.88
2011-08-31,2011,8,Sindhuli,27.2,85.9,24.02,265.76
2011-09-30,2011,9,Sindhuli,27.2,85.9,23.17,200.86
2011-10-31,2011,10,Sindhuli,27.2,85.9,20.8,7.05
2011-11-30,2011,11,Sindhuli,27.2,85.9,16.73,1.09
2011-12-31,2011,12,Sindhuli,27.2,85.9,13.36,1.16
2012-01-31,2012,1,Sindhuli,27.2,85.9,11.6,12.83
2012-02-29,2012,2,Sindhuli,27.2,85.9,15.55,4.44
2012-03-31,2012,3,Sindhuli,27.2,85.9,19.65,8.67
2012-04-30,2012,4,Sindhuli,27.2,85.9,25.03,13.51
2012-05-31,2012,5,Sindhuli,27.2,85.9,28.8,29.53
2012-06-30,2012,6,Sindhuli,27.2,85.9,29.22,69.85
2012-07-31,2012,7,Sindhuli,27.2,85.9,25.4,349.97
2012-08-31,2012,8,Sindhuli,27.2,85.9,24.38,243.57
2012-09-30,2012,9,Sindhuli,27.2,85.9,23.06,273.11
2012-10-31,2012,10,Sindhuli,27.2,85.9,19.11,18.52
2012-11-30,2012,11,Sindhuli,27.2,85.9,15.39,5.92
2012-12-31,2012,12,Sindhuli,27.2,85.9,12.49,0.0
2013-01-31,2013,1,Sindhuli,27.2,85.9,10.67,7.57
2013-02-28,2013,2,Sindhuli,27.2,85.9,15.23,38.93
2013-03-31,2013,3,Sindhuli,27.2,85.9,20.55,11.76
2013-04-30,2013,4,Sindhuli,27.2,85.9,23.96,34.64
2013-05-31,2013,5,Sindhuli,27.2,85.9,26.39,115.07
2013-06-30,2013,6,Sindhuli,27.2,85.9,25.93,254.32
2013-07-31,2013,7,Sindhuli,27.2,85.9,25.19,202.78
