date,district,latitude,longitude,precip,pressure,humidity_2m,rh_2m,temp_2m,wetbulbtemp_2m,maxtemp_2m,mintemp_2m,temprange_2m,earthskintemp,windspeed_10m,maxwindspeed_10m,minwindspeed_10m,windspeedrange_10m,windspeed_50m,maxwindspeed_50m,minwindspeed_50m,windspeedrange_50m,year,month,day,season
1993-12-04,Surkhet,28.5,81.7,0.0,88.76,2.01,17.36,14.52,-9.18,22.99,8.76,14.23,11.14,2.16,3.98,0.53,3.45,2.49,3.64,0.58,3.06,1993,12,4,Winter
1995-05-02,Surkhet,28.5,81.7,0.0,88.24,4.87,19.62,26.82,1.55,35.32,18.34,16.97,27.33,3.7,7.2,1.58,5.62,4.59,8.07,2.27,5.79,1995,5,2,Spring
1986-09-17,Surkhet,28.5,81.7,0.0,88.39,11.53,61.19,22.16,14.12,27.6,17.13,10.46,21.22,2.16,3.92,0.8,3.12,2.58,3.96,1.08,2.88,1986,9,17,Autumn
2006-05-17,Surkhet,28.5,81.7,2.45,88.46,11.66,49.92,25.72,14.36,31.44,19.37,12.07,26.88,2.28,4.65,0.7,3.96,2.64,4.34,1.06,3.27,2006,5,17,Spring
1995-09-14,Surkhet,28.5,81.7,0.2,88.26,15.28,74.63,23.39,18.49,28.3,19.85,8.45,24.16,1.81,4.16,0.21,3.96,2.05,3.96,0.27,3.7,1995,9,14,Autumn
1990-10-11,Surkhet,28.5,81.7,0.0,88.78,11.36,67.19,20.48,14.0,25.0,17.13,7.88,19.99,1.66,3.62,0.32,3.3,1.88,3.57,0.4,3.18,1990,10,11,Autumn
1993-06-23,Surkhet,28.5,81.7,4.97,87.9,13.04,45.96,28.94,15.91,34.45,23.82,10.62,30.12,2.16,3.99,0.36,3.62,2.35,3.72,0.52,3.2,1993,6,23,Monsoon
2000-05-02,Surkhet,28.5,81.7,0.0,88.1,2.19,8.52,27.38,-8.02,36.2,17.66,18.54,27.33,2.92,5.3,0.67,4.62,3.3,5.06,0.87,4.19,2000,5,2,Spring
2016-07-28,Surkhet,28.5,81.7,9.39,88.06,17.71,90.54,22.55,20.82,25.49,20.46,5.04,22.84,2.28,3.86,0.82,3.04,3.07,4.19,1.76,2.44,2016,7,28,Monsoon
2015-05-12,Surkhet,28.5,81.7,4.26,88.34,9.68,42.56,25.32,11.43,31.44,19.38,12.06,25.47,2.29,3.92,0.59,3.34,2.66,3.9,0.77,3.13,2015,5,12,Spring
1993-12-04,Syangja,28.0,83.8,0.0,86.36,2.56,23.18,13.1,-7.24,20.76,7.34,13.41,9.14,1.85,3.56,0.46,3.11,2.04,3.5,0.57,2.94,1993,12,4,Winter
1995-05-02,Syangja,28.0,83.8,0.0,85.77,4.0,16.58,25.86,-1.64,34.42,17.67,16.74,26.68,4.61,8.85,1.74,7.12,5.9,9.78,2.02,7.76,1995,5,2,Spring
1986-09-17,Syangja,28.0,83.8,0.06,86.01,11.66,62.74,21.27,13.31,27.32,16.7,10.61,21.29,1.98,4.36,0.25,4.12,2.09,3.94,0.24,3.71,1986,9,17,Autumn
2006-05-17,Syangja,28.0,83.8,0.38,86.1,10.84,48.84,24.5,12.59,30.62,19.33,11.29,26.04,2.45,4.54,0.65,3.89,2.62,4.12,0.7,3.42,2006,5,17,Spring
1995-09-14,Syangja,28.0,83.8,0.38,85.92,14.72,79.37,21.26,17.2,25.61,17.9,7.72,21.84,1.82,3.58,0.52,3.06,2.1,3.36,0.56,2.79,1995,9,14,Autumn
1990-10-11,Syangja,28.0,83.8,0.0,86.4,11.69,75.29,18.5,13.48,23.06,15.29,7.78,18.31,1.68,3.58,0.25,3.32,1.86,3.48,0.34,3.14,1990,10,11,Autumn
1993-06-23,Syangja,28.0,83.8,0.22,85.61,12.45,48.96,26.66,14.62,32.4,20.84,11.56,28.69,2.45,4.22,0.31,3.92,2.44,3.84,0.42,3.42,1993,6,23,Monsoon
2000-05-02,Syangja,28.0,83.8,0.0,85.8,2.7,12.28,24.32,-6.35,32.51,16.34,16.16,24.92,3.06,5.6,1.2,4.39,3.38,5.06,1.6,3.45,2000,5,2,Spring
2016-07-28,Syangja,28.0,83.8,16.31,85.8,17.19,95.6,20.67,19.66,22.74,19.15,3.6,20.81,2.28,3.82,1.21,2.6,2.9,3.77,2.17,1.6,2016,7,28,Monsoon
2015-05-12,Syangja,28.0,83.8,2.47,85.96,10.27,52.8,22.2,11.68,28.44,16.4,12.04,22.47,2.8,5.16,0.7,4.46,3.3,5.04,0.78,4.26,2015,5,12,Spring
1993-12-04,Tanahun,28.0,84.1,0.0,77.88,2.0,22.16,8.76,-11.18,15.93,3.83,12.1,4.4,1.82,4.03,0.34,3.69,1.65,3.03,0.19,2.84,1993,12,4,Winter
1995-05-02,Tanahun,28.0,84.1,0.0,77.6,3.47,19.94,18.74,-4.73,26.89,11.31,15.58,19.7,3.72,8.1,0.59,7.51,4.01,7.98,0.93,7.05,1995,5,2,Spring
1986-09-17,Tanahun,28.0,84.1,0.04,77.74,10.18,69.96,15.9,9.48,21.69,11.71,9.98,16.38,2.26,5.18,0.09,5.09,2.03,3.89,0.25,3.65,1986,9,17,Autumn
2006-05-17,Tanahun,28.0,84.1,0.37,77.86,10.01,59.15,18.3,9.66,24.05,13.64,10.41,20.08,2.56,5.18,0.62,4.57,2.24,3.96,0.45,3.51,2006,5,17,Spring
1995-09-14,Tanahun,28.0,84.1,0.29,77.66,12.68,84.35,16.37,13.08,20.49,13.07,7.42,17.26,1.96,4.32,0.15,4.18,1.85,3.36,0.18,3.17,1995,9,14,Autumn
1990-10-11,Tanahun,28.0,84.1,0.0,78.03,10.12,83.1,13.2,9.45,17.6,10.26,7.33,13.63,1.79,4.06,0.09,3.97,1.64,3.03,0.11,2.92,1990,10,11,Autumn
1993-06-23,Tanahun,28.0,84.1,0.09,77.47,11.11,57.41,20.37,11.25,26.08,14.77,11.3,22.52,2.71,5.09,0.12,4.97,2.26,3.95,0.09,3.86,1993,6,23,Monsoon
2000-05-02,Tanahun,28.0,84.1,0.0,77.61,2.77,17.36,17.41,-7.49,25.16,10.65,14.51,18.18,2.87,5.61,0.72,4.89,2.69,4.52,1.06,3.47,2000,5,2,Spring
2016-07-28,Tanahun,28.0,84.1,8.45,77.57,14.49,97.97,16.08,15.11,18.09,14.64,3.45,16.24,2.03,3.64,0.85,2.79,2.26,2.95,1.19,1.76,2016,7,28,Monsoon
2015-05-12,Tanahun,28.0,84.1,3.2,77.71,9.15,63.59,15.72,8.24,21.35,10.8,10.55,15.58,2.47,5.0,0.31,4.69,2.46,4.25,0.39,3.86,2015,5,12,Spring
1993-12-04,Taplejung,27.4,87.7,0.0,80.29,3.03,31.0,10.36,-6.44,17.59,5.75,11.84,6.54,1.83,4.06,0.33,3.73,1.76,3.15,0.33,2.82,1993,12,4,Winter
1995-05-02,Taplejung,27.4,87.7,3.58,79.97,5.64,33.32,18.77,1.77,26.37,10.38,15.99,18.89,2.77,5.41,0.19,5.22,2.86,5.24,0.07,5.17,1995,5,2,Spring
1986-09-17,Taplejung,27.4,87.7,1.77,80.08,13.58,89.69,16.96,14.61,20.82,14.37,6.45,17.6,2.1,4.36,0.1,4.26,2.18,3.76,0.14,3.62,1986,9,17,Autumn
2006-05-17,Taplejung,27.4,87.7,0.46,80.22,10.62,62.06,18.96,11.07,24.54,13.97,10.58,20.35,2.4,4.8,0.45,4.35,2.22,3.79,0.79,3.0,2006,5,17,Spring
1995-09-14,Taplejung,27.4,87.7,0.0,80.02,13.53,83.39,18.04,14.67,22.36,14.91,7.44,19.13,2.23,4.59,0.46,4.14,2.14,3.98,0.3,3.68,1995,9,14,Autumn
1990-10-11,Taplejung,27.4,87.7,0.07,80.39,11.03,84.17,14.78,11.1,19.71,11.36,8.35,14.91,1.78,4.42,0.19,4.23,1.76,3.72,0.34,3.38,1990,10,11,Autumn
1993-06-23,Taplejung,27.4,87.7,5.42,79.81,14.34,76.58,20.29,15.59,24.91,16.17,8.74,21.65,2.12,4.24,0.29,3.94,1.98,3.38,0.48,2.9,1993,6,23,Monsoon
2000-05-02,Taplejung,27.4,87.7,1.6,80.01,8.04,54.82,16.48,6.04,22.96,11.58,11.38,17.23,2.36,4.9,0.85,4.05,2.38,3.91,1.11,2.8,2000,5,2,Spring
2016-07-28,Taplejung,27.4,87.7,6.92,79.95,15.08,92.75,18.04,16.31,21.69,15.01,6.68,18.58,2.38,5.59,0.43,5.15,2.38,5.3,0.55,4.75,2016,7,28,Monsoon
2015-05-12,Taplejung,27.4,87.7,5.13,80.01,12.06,78.41,17.21,12.8,22.19,13.29,8.9,18.18,2.65,5.95,0.1,5.85,2.85,5.83,0.13,5.69,2015,5,12,Spring
1993-12-04,Terhathum,27.1,87.5,0.0,80.29,3.03,31.0,10.36,-6.44,17.59,5.75,11.84,6.54,1.83,4.06,0.33,3.73,1.76,3.15,0.33,2.82,1993,12,4,Winter
1995-05-02,Terhathum,27.1,87.5,3.58,79.97,5.64,33.32,18.77,1.77,26.37,10.38,15.99,18.89,2.77,5.41,0.19,5.22,2.86,5.24,0.07,5.17,1995,5,2,Spring
1986-09-17,Terhathum,27.1,87.5,1.77,80.08,13.58,89.69,16.96,14.61,20.82,14.37,6.45,17.6,2.1,4.36,0.1,4.26,2.18,3.76,0.14,3.62,1986,9,17,Autumn
2006-05-17,Terhathum,27.1,87.5,0.46,80.22,10.62,62.06,18.96,11.07,24.54,13.97,10.58,20.35,2.4,4.8,0.45,4.35,2.22,3.79,0.79,3.0,2006,5,17,Spring
1995-09-14,Terhathum,27.1,87.5,0.0,80.02,13.53,83.39,18.04,14.67,22.36,14.91,7.44,19.13,2.23,4.59,0.46,4.14,2.14,3.98,0.3,3.68,1995,9,14,Autumn
1990-10-11,Terhathum,27.1,87.5,0.07,80.39,11.03,84.17,14.78,11.1,19.71,11.36,8.35,14.91,1.78,4.42,0.19,4.23,1.76,3.72,0.34,3.38,1990,10,11,Autumn
1993-06-23,Terhathum,27.1,87.5,5.42,79.81,14.34,76.58,20.29,15.59,24.91,16.17,8.74,21.65,2.12,4.24,0.29,3.94,1.98,3.38,0.48,2.9,1993,6,23,Monsoon
2000-05-02,Terhathum,27.1,87.5,1.6,80.01,8.04,54.82,16.48,6.04,22.96,11.58,11.38,17.23,2.36,4.9,0.85,4.05,2.38,3.91,1.11,2.8,2000,5,2,Spring
2016-07-28,Terhathum,27.1,87.5,6.92,79.95,15.08,92.75,18.04,16.31,21.69,15.01,6.68,18.58,2.38,5.59,0.43,5.15,2.38,5.3,0.55,4.75,2016,7,28,Monsoon
2015-05-12,Terhathum,27.1,87.5,5.13,80.01,12.06,78.41,17.21,12.8,22.19,13.29,8.9,18.18,2.65,5.95,0.1,5.85,2.85,5.83,0.13,5.69,2015,5,12,Spring
1993-12-04,Udayapur,26.9,86.5,0.0,95.51,3.84,28.89,17.77,-0.63,25.41,12.72,12.69,14.99,1.77,3.02,0.94,2.08,2.15,2.76,1.35,1.42,1993,12,4,Winter
1995-05-02,Udayapur,26.9,86.5,0.3,94.57,5.97,18.75,32.24,5.35,41.25,24.32,16.93,32.85,3.79,7.23,0.99,6.24,5.47,8.65,0.84,7.81,1995,5,2,Spring
1986-09-17,Udayapur,26.9,86.5,0.55,94.94,16.94,81.86,24.78,21.38,28.71,21.83,6.88,24.95,2.22,4.01,0.67,3.34,3.03,4.59,1.23,3.36,1986,9,17,Autumn
2006-05-17,Udayapur,26.9,86.5,0.17,94.98,12.5,44.87,29.91,16.58,35.8,23.75,12.05,31.82,2.39,3.58,1.29,2.3,2.94,3.6,2.03,1.57,2006,5,17,Spring
1995-09-14,Udayapur,26.9,86.5,0.05,94.8,16.89,71.11,27.08,21.35,31.82,23.11,8.71,28.02,1.73,3.45,0.18,3.28,2.09,3.54,0.28,3.27,1995,9,14,Autumn
1990-10-11,Udayapur,26.9,86.5,0.03,95.43,14.14,74.06,23.55,18.49,28.61,19.5,9.11,23.78,1.61,3.84,0.03,3.81,2.05,4.0,0.25,3.75,1990,10,11,Autumn
1993-06-23,Udayapur,26.9,86.5,1.3,94.41,15.78,53.07,30.91,20.18,37.21,24.93,12.27,33.15,2.92,4.27,1.75,2.52,3.63,4.74,2.05,2.69,1993,6,23,Monsoon
2000-05-02,Udayapur,26.9,86.5,0.49,94.77,9.37,38.49,27.57,11.59,34.98,20.4,14.57,28.61,3.69,5.45,2.1,3.35,4.96,6.23,3.18,3.05,2000,5,2,Spring
2016-07-28,Udayapur,26.9,86.5,5.43,94.7,19.43,89.68,25.47,23.59,27.92,23.13,4.79,25.6,2.25,4.06,0.56,3.5,2.94,4.27,0.87,3.4,2016,7,28,Monsoon
2015-05-12,Udayapur,26.9,86.5,9.52,94.83,14.7,60.5,27.5,19.02,32.88,22.44,10.44,28.09,2.99,5.85,0.85,5.0,3.91,6.62,1.14,5.48,2015,5,12,Spring
