date,district,latitude,longitude,precip,pressure,humidity_2m,rh_2m,temp_2m,wetbulbtemp_2m,maxtemp_2m,mintemp_2m,temprange_2m,earthskintemp,windspeed_10m,maxwindspeed_10m,minwindspeed_10m,windspeedrange_10m,windspeed_50m,maxwindspeed_50m,minwindspeed_50m,windspeedrange_50m,year,month,day,season
1986-09-17,Dhading,27.7,85.2,0.69,83.96,12.83,76.42,19.36,14.54,24.45,15.44,9.02,19.77,2.15,4.67,0.12,4.55,2.17,3.84,0.21,3.63,1986,9,17,Autumn
2006-05-17,Dhading,27.7,85.2,0.25,84.06,11.37,54.64,22.89,12.98,28.6,17.72,10.88,24.81,2.43,4.86,0.76,4.1,2.38,4.32,0.8,3.52,2006,5,17,Spring
1995-09-14,Dhading,27.7,85.2,0.12,83.87,13.91,78.07,20.3,15.99,24.93,16.41,8.52,21.1,1.88,4.1,0.29,3.8,1.95,3.38,0.49,2.89,1995,9,14,Autumn
1990-10-11,Dhading,27.7,85.2,0.0,84.33,11.11,76.24,17.18,11.97,21.91,13.78,8.13,16.97,1.55,3.57,0.15,3.41,1.59,2.98,0.31,2.67,1990,10,11,Autumn
1993-06-23,Dhading,27.7,85.2,0.08,83.6,12.78,55.43,24.49,14.69,30.53,19.02,11.51,26.69,2.3,4.63,0.3,4.33,2.26,4.03,0.43,3.59,1993,6,23,Monsoon
2000-05-02,Dhading,27.7,85.2,0.12,83.8,3.88,19.45,22.21,-2.51,29.7,15.72,13.98,22.62,2.86,5.84,1.09,4.74,2.94,5.08,1.75,3.33,2000,5,2,Spring
2016-07-28,Dhading,27.7,85.2,7.12,83.78,15.98,94.81,19.36,18.06,21.37,17.77,3.6,19.46,1.27,2.93,0.19,2.74,1.42,2.61,0.24,2.37,2016,7,28,Monsoon
2015-05-12,Dhading,27.7,85.2,7.31,83.92,10.67,59.88,20.34,11.85,25.41,15.98,9.43,20.47,2.59,5.46,0.4,5.06,2.74,5.13,0.55,4.58,2015,5,12,Spring
1993-12-04,Dhankuta,27.0,87.3,0.0,82.26,2.86,28.06,11.36,-6.54,18.84,6.11,12.73,7.89,1.93,4.45,0.27,4.18,1.84,3.48,0.25,3.23,1993,12,4,Winter
1995-05-02,Dhankuta,27.0,87.3,1.61,81.86,5.44,28.83,20.91,1.65,28.94,12.4,16.55,21.26,3.09,6.38,0.73,5.65,3.34,6.34,1.28,5.06,1995,5,2,Spring
1986-09-17,Dhankuta,27.0,87.3,0.94,82.01,13.69,86.92,17.96,15.08,21.87,15.18,6.68,18.57,2.18,4.59,0.21,4.38,2.22,3.97,0.24,3.73,1986,9,17,Autumn
2006-05-17,Dhankuta,27.0,87.3,0.36,82.15,10.95,59.01,20.65,11.96,26.18,15.52,10.67,22.38,2.52,5.02,0.59,4.44,2.36,3.95,0.79,3.15,2006,5,17,Spring
1995-09-14,Dhankuta,27.0,87.3,0.0,81.94,13.93,80.79,19.38,15.55,23.88,16.03,7.85,20.8,2.28,4.77,0.28,4.49,2.18,4.03,0.31,3.72,1995,9,14,Autumn
1990-10-11,Dhankuta,27.0,87.3,0.02,82.35,10.91,79.71,15.84,11.13,21.0,12.27,8.73,16.01,1.88,4.68,0.37,4.32,1.81,3.97,0.44,3.53,1990,10,11,Autumn
1993-06-23,Dhankuta,27.0,87.3,3.02,81.72,14.25,70.42,21.94,15.95,26.96,17.6,9.36,23.8,2.21,4.51,0.26,4.25,2.0,3.53,0.4,3.13,1993,6,23,Monsoon
2000-05-02,Dhankuta,27.0,87.3,0.56,81.93,7.37,45.26,18.52,5.24,25.18,13.06,12.13,19.49,2.58,5.4,1.07,4.32,2.6,4.32,1.53,2.8,2000,5,2,Spring
2016-07-28,Dhankuta,27.0,87.3,6.58,81.87,15.58,93.02,18.89,17.26,22.17,16.33,5.84,19.49,2.35,5.57,0.53,5.04,2.37,5.2,0.7,4.5,2016,7,28,Monsoon
2015-05-12,Dhankuta,27.0,87.3,5.82,81.95,12.05,73.66,18.56,13.19,23.66,14.16,9.5,19.51,2.69,6.19,0.04,6.15,2.79,5.91,0.16,5.75,2015,5,12,Spring
1993-12-04,Dhanusa,26.7,85.9,0.0,98.53,3.95,29.36,18.48,0.24,26.9,12.35,14.54,16.32,1.4,2.36,0.24,2.12,1.95,4.07,0.31,3.76,1993,12,4,Winter
1995-05-02,Dhanusa,26.7,85.9,0.19,97.44,5.37,14.65,35.33,4.37,44.51,26.3,18.21,36.47,4.71,8.17,1.32,6.86,7.12,9.84,1.69,8.15,1995,5,2,Spring
1986-09-17,Dhanusa,26.7,85.9,2.63,97.89,17.22,77.71,26.44,22.21,31.19,22.52,8.67,26.58,2.2,3.44,1.18,2.27,3.13,4.16,2.11,2.05,1986,9,17,Autumn
2006-05-17,Dhanusa,26.7,85.9,0.03,97.86,13.12,41.42,32.69,17.83,38.76,25.98,12.79,34.83,2.29,3.05,1.02,2.03,3.08,5.02,1.56,3.45,2006,5,17,Spring
1995-09-14,Dhanusa,26.7,85.9,0.22,97.72,17.92,71.6,28.49,22.83,33.07,24.46,8.61,28.95,1.38,2.58,0.3,2.28,1.81,3.07,0.33,2.74,1995,9,14,Autumn
1990-10-11,Dhanusa,26.7,85.9,0.01,98.39,14.53,69.7,25.52,19.56,30.68,21.16,9.51,25.66,1.47,2.87,0.55,2.32,2.1,3.94,0.85,3.08,1990,10,11,Autumn
1993-06-23,Dhanusa,26.7,85.9,0.62,97.25,15.34,44.07,34.24,20.2,40.84,27.66,13.18,37.18,3.53,5.05,2.7,2.35,4.47,6.7,2.84,3.86,1993,6,23,Monsoon
2000-05-02,Dhanusa,26.7,85.9,0.64,97.6,7.55,26.55,30.8,8.69,39.1,22.55,16.54,31.75,4.36,6.85,1.72,5.13,6.02,7.93,2.49,5.44,2000,5,2,Spring
2016-07-28,Dhanusa,26.7,85.9,6.88,97.61,20.3,88.78,26.9,24.88,29.62,24.73,4.89,26.96,2.59,3.54,1.05,2.49,3.71,5.09,1.77,3.32,2016,7,28,Monsoon
2015-05-12,Dhanusa,26.7,85.9,7.16,97.74,14.22,51.1,30.38,19.02,36.43,24.99,11.44,31.09,3.06,5.38,1.16,4.21,4.24,6.18,1.6,4.58,2015,5,12,Spring
1993-12-04,Dolkha,27.6,86.2,0.0,70.83,1.87,23.82,5.31,-13.18,12.46,1.55,10.91,0.81,1.7,4.52,0.37,4.14,1.58,3.8,0.5,3.29,1993,12,4,Winter
1995-05-02,Dolkha,27.6,86.2,0.2,70.75,3.61,29.59,11.79,-5.4,19.53,4.64,14.89,12.78,3.69,7.87,0.86,7.02,3.81,7.64,1.03,6.61,1995,5,2,Spring
1986-09-17,Dolkha,27.6,86.2,0.18,70.79,9.72,81.23,11.45,7.21,16.88,7.11,9.78,12.14,2.41,5.36,0.37,4.99,2.24,4.22,0.55,3.67,1986,9,17,Autumn
2006-05-17,Dolkha,27.6,86.2,0.2,70.92,9.06,67.66,13.2,6.66,18.97,8.46,10.5,15.64,2.6,5.31,0.31,5.01,2.21,4.11,0.41,3.69,2006,5,17,Spring
1995-09-14,Dolkha,27.6,86.2,0.01,70.74,10.77,85.17,12.26,9.11,17.01,8.51,8.5,13.67,2.34,5.21,0.51,4.7,2.18,4.18,0.68,3.5,1995,9,14,Autumn
1990-10-11,Dolkha,27.6,86.2,0.0,71.01,6.3,66.44,8.06,-0.21,14.15,3.74,10.41,7.14,1.92,4.79,0.2,4.59,1.78,3.94,0.23,3.71,1990,10,11,Autumn
1993-06-23,Dolkha,27.6,86.2,0.14,70.59,11.03,72.95,14.98,9.62,20.63,9.69,10.94,17.59,2.67,5.09,0.2,4.88,2.26,3.74,0.23,3.51,1993,6,23,Monsoon
2000-05-02,Dolkha,27.6,86.2,0.02,70.67,3.56,30.75,10.97,-6.17,17.93,6.31,11.62,11.75,2.43,5.52,0.2,5.32,2.24,4.36,0.62,3.73,2000,5,2,Spring
2016-07-28,Dolkha,27.6,86.2,7.83,70.68,12.45,96.07,12.62,11.32,15.76,10.08,5.68,13.47,2.6,5.49,1.05,4.44,2.55,4.85,0.88,3.97,2016,7,28,Monsoon
2015-05-12,Dolkha,27.6,86.2,3.45,70.74,8.41,73.25,10.84,5.51,16.27,5.76,10.52,12.14,2.85,5.71,0.53,5.18,2.76,4.69,0.71,3.98,2015,5,12,Spring
1993-12-04,Dolpa,29.0,82.9,0.0,62.13,0.96,17.17,-1.29,-19.87,7.01,-7.34,14.35,-5.27,1.94,5.84,0.38,5.46,1.93,5.58,0.29,5.29,1993,12,4,Winter
1995-05-02,Dolpa,29.0,82.9,0.0,62.19,3.17,40.3,3.5,-8.42,10.41,-1.43,11.84,5.09,3.68,8.23,0.4,7.83,3.76,8.0,0.39,7.61,1995,5,2,Spring
1986-09-17,Dolpa,29.0,82.9,0.0,62.24,4.74,56.05,4.52,-4.3,13.16,-2.78,15.94,4.66,2.4,4.99,0.41,4.57,2.27,4.09,0.38,3.71,1986,9,17,Autumn
2006-05-17,Dolpa,29.0,82.9,2.41,62.4,6.34,65.09,6.57,0.06,14.36,-0.32,14.67,8.07,2.58,5.91,0.33,5.58,2.34,4.75,0.31,4.44,2006,5,17,Spring
1995-09-14,Dolpa,29.0,82.9,0.08,62.22,7.56,73.78,7.26,2.53,13.72,2.46,11.26,9.36,2.34,5.86,0.15,5.71,2.28,5.14,0.22,4.92,1995,9,14,Autumn
1990-10-11,Dolpa,29.0,82.9,0.0,62.33,4.35,60.64,2.22,-5.55,9.48,-3.84,13.32,2.72,2.22,5.44,0.21,5.23,2.15,4.82,0.29,4.53,1990,10,11,Autumn
1993-06-23,Dolpa,29.0,82.9,1.22,62.18,7.67,59.72,10.58,2.22,18.41,3.77,14.64,13.52,2.97,6.56,0.21,6.35,2.56,5.29,0.23,5.05,1993,6,23,Monsoon
2000-05-02,Dolpa,29.0,82.9,0.0,62.2,1.53,18.1,4.5,-16.02,13.58,-3.46,17.04,6.66,2.57,5.36,0.84,4.52,2.63,4.81,1.08,3.73,2000,5,2,Spring
2016-07-28,Dolpa,29.0,82.9,6.94,62.16,10.16,87.8,9.01,6.9,13.22,5.89,7.33,10.49,2.96,6.2,0.2,6.0,2.98,5.69,0.23,5.46,2016,7,28,Monsoon
2015-05-12,Dolpa,29.0,82.9,1.84,62.25,6.42,76.67,4.36,0.43,10.51,-1.03,11.54,5.94,2.22,5.03,0.39,4.64,2.05,4.18,0.48,3.7,2015,5,12,Spring
1993-12-04,Doti,29.2,80.9,0.0,83.83,1.6,15.08,12.26,-12.12,21.43,6.28,15.14,8.6,2.04,4.32,0.2,4.12,2.22,3.96,0.25,3.72,1993,12,4,Winter
1995-05-02,Doti,29.2,80.9,0.0,83.49,4.42,21.36,22.8,-0.5,30.76,15.2,15.57,23.08,3.38,6.86,1.16,5.7,3.98,7.48,1.4,6.07,1995,5,2,Spring
1986-09-17,Doti,29.2,80.9,0.0,83.6,10.03,59.72,19.34,10.99,25.33,14.2,11.13,18.48,2.08,4.23,0.34,3.9,2.29,4.0,0.44,3.56,1986,9,17,Autumn
2006-05-17,Doti,29.2,80.9,3.52,83.71,11.32,56.54,22.17,12.95,27.63,16.68,10.96,23.12,2.06,5.11,0.39,4.72,2.16,4.61,0.55,4.06,2006,5,17,Spring
1995-09-14,Doti,29.2,80.9,0.5,83.47,13.76,75.44,20.58,15.77,26.12,16.53,9.59,21.39,1.93,4.4,0.27,4.13,2.07,4.05,0.24,3.82,1995,9,14,Autumn
1990-10-11,Doti,29.2,80.9,0.0,83.92,9.7,65.18,17.48,10.6,23.2,13.67,9.53,17.38,1.86,4.12,0.12,4.0,2.0,3.8,0.16,3.64,1990,10,11,Autumn
1993-06-23,Doti,29.2,80.9,1.95,83.22,13.12,55.35,24.84,15.09,30.52,19.74,10.79,26.38,2.21,4.2,0.61,3.58,2.33,3.72,0.86,2.85,1993,6,23,Monsoon
2000-05-02,Doti,29.2,80.9,0.0,83.36,2.15,9.93,23.51,-8.96,32.88,13.04,19.83,23.42,3.05,5.79,0.84,4.94,3.34,5.43,1.08,4.36,2000,5,2,Spring
2016-07-28,Doti,29.2,80.9,6.94,83.3,16.08,91.02,20.01,18.3,22.55,17.9,4.64,20.27,1.92,3.56,0.7,2.85,2.39,3.62,1.1,2.52,2016,7,28,Monsoon
2015-05-12,Doti,29.2,80.9,1.34,83.58,8.99,45.75,21.94,9.48,28.4,15.76,12.63,22.24,2.3,4.41,0.48,3.93,2.53,4.2,0.67,3.53,2015,5,12,Spring
1993-12-04,Gorkha,28.0,84.6,0.0,74.03,1.78,21.96,6.46,-13.02,14.3,1.2,13.1,2.63,1.96,4.56,0.54,4.02,1.75,3.56,0.42,3.14,1993,12,4,Winter
1995-05-02,Gorkha,28.0,84.6,0.0,73.86,3.37,23.23,15.13,-5.67,23.05,7.65,15.39,16.37,3.64,8.01,0.21,7.8,3.71,7.67,0.47,7.2,1995,5,2,Spring
1986-09-17,Gorkha,28.0,84.6,0.05,73.95,9.71,73.47,13.64,7.9,19.71,9.04,10.66,14.52,2.32,5.43,0.13,5.3,2.0,3.96,0.2,3.76,1986,9,17,Autumn
2006-05-17,Gorkha,28.0,84.6,0.27,74.08,9.55,63.68,15.62,8.15,21.29,10.68,10.62,17.9,2.56,5.18,0.12,5.07,2.13,3.96,0.13,3.82,2006,5,17,Spring
1995-09-14,Gorkha,28.0,84.6,0.2,73.89,11.6,83.87,14.3,10.92,18.82,10.82,8.01,15.65,2.16,4.79,0.16,4.63,1.97,3.61,0.33,3.27,1995,9,14,Autumn
1990-10-11,Gorkha,28.0,84.6,0.0,74.2,8.58,79.66,10.6,5.8,15.7,7.29,8.41,10.96,1.8,4.43,0.21,4.22,1.57,3.27,0.23,3.04,1990,10,11,Autumn
1993-06-23,Gorkha,28.0,84.6,0.03,73.73,10.6,61.51,17.73,9.77,23.6,12.29,11.31,20.08,2.79,5.43,0.14,5.28,2.27,4.16,0.18,3.97,1993,6,23,Monsoon
2000-05-02,Gorkha,28.0,84.6,0.0,73.84,2.84,20.97,14.05,-8.01,21.79,7.74,14.05,15.08,2.69,5.61,0.48,5.13,2.42,4.39,0.67,3.73,2000,5,2,Spring
2016-07-28,Gorkha,28.0,84.6,6.24,73.82,12.9,96.26,13.79,12.43,16.13,12.1,4.03,14.23,1.5,3.21,0.5,2.72,1.49,2.34,0.62,1.71,2016,7,28,Monsoon
2015-05-12,Gorkha,28.0,84.6,4.8,73.92,8.65,68.3,12.98,6.59,18.44,8.12,10.32,13.47,2.37,4.92,0.07,4.85,2.21,3.95,0.11,3.84,2015,5,12,Spring
1993-12-04,Gulmi,28.1,83.2,0.0,80.34,2.17,21.99,10.53,-9.91,18.26,5.27,12.99,5.89,1.87,4.24,0.16,4.07,1.92,3.66,0.18,3.48,1993,12,4,Winter
1995-05-02,Gulmi,28.1,83.2,0.0,80.04,3.76,19.83,20.63,-3.31,28.99,13.49,15.5,21.39,4.56,8.76,1.66,7.11,5.52,9.41,2.26,7.15,1995,5,2,Spring
1986-09-17,Gulmi,28.1,83.2,0.02,80.18,10.13,66.48,17.11,10.15,23.07,12.81,10.26,16.76,2.23,4.76,0.78,3.98,2.29,4.07,1.0,3.07,1986,9,17,Autumn
2006-05-17,Gulmi,28.1,83.2,0.57,80.3,10.03,54.69,20.1,10.41,26.51,14.56,11.95,21.51,2.49,5.28,0.34,4.94,2.39,4.58,0.33,4.25,2006,5,17,Spring
1995-09-14,Gulmi,28.1,83.2,0.32,80.1,13.35,83.08,17.9,14.58,22.15,14.68,7.46,18.45,2.0,4.15,0.5,3.65,2.11,3.62,0.69,2.94,1995,9,14,Autumn
1990-10-11,Gulmi,28.1,83.2,0.0,80.49,9.81,75.2,14.74,9.59,19.48,11.18,8.3,14.2,1.84,4.19,0.35,3.84,1.87,3.66,0.54,3.12,1990,10,11,Autumn
1993-06-23,Gulmi,28.1,83.2,1.33,79.88,11.64,54.01,22.62,12.59,28.5,17.11,11.39,25.0,2.51,4.96,0.39,4.57,2.26,4.2,0.36,3.83,1993,6,23,Monsoon
2000-05-02,Gulmi,28.1,83.2,0.0,80.02,2.14,11.62,20.17,-9.57,28.53,11.96,16.57,20.8,2.99,6.19,0.39,5.79,3.0,5.4,0.59,4.81,2000,5,2,Spring
2016-07-28,Gulmi,28.1,83.2,17.32,79.98,15.46,96.23,17.85,16.93,19.94,16.06,3.88,18.31,2.54,4.73,1.35,3.38,2.98,4.41,2.27,2.14,2016,7,28,Monsoon
2015-05-12,Gulmi,28.1,83.2,2.88,80.16,8.88,54.37,18.22,8.6,24.13,12.99,11.14,18.35,3.02,5.61,1.17,4.44,3.29,5.19,1.59,3.6,2015,5,12,Spring
1993-12-04,Humla,30.0,81.8,0.0,57.99,0.64,15.93,-6.66,-23.19,1.97,-12.13,14.1,-9.45,2.43,7.37,0.35,7.02,2.74,7.77,0.2,7.58,1993,12,4,Winter
1995-05-02,Humla,30.0,81.8,0.0,58.05,3.16,53.7,-1.5,-9.27,4.38,-5.49,9.87,1.17,4.82,9.71,1.42,8.29,5.14,9.93,1.68,8.24,1995,5,2,Spring
1986-09-17,Humla,30.0,81.8,0.0,58.2,4.36,54.25,2.85,-5.99,11.69,-4.59,16.28,4.5,2.37,4.89,0.27,4.62,2.41,4.35,0.35,4.0,1986,9,17,Autumn
2006-05-17,Humla,30.0,81.8,1.64,58.37,5.39,61.82,4.03,-3.04,11.79,-1.86,13.65,6.53,3.39,7.18,0.69,6.49,3.56,6.68,0.92,5.77,2006,5,17,Spring
1995-09-14,Humla,30.0,81.8,0.01,58.16,6.19,72.17,3.73,-1.08,10.61,-0.82,11.43,6.14,3.3,6.67,1.23,5.44,3.65,6.36,1.96,4.4,1995,9,14,Autumn
1990-10-11,Humla,30.0,81.8,0.0,58.19,3.97,60.28,0.07,-7.13,7.09,-4.47,11.56,2.31,2.76,6.29,0.77,5.51,2.96,6.03,0.99,5.04,1990,10,11,Autumn
1993-06-23,Humla,30.0,81.8,0.08,58.19,5.69,47.07,8.71,-3.36,17.29,0.4,16.89,12.03,3.85,6.9,0.98,5.93,3.74,6.06,1.27,4.79,1993,6,23,Monsoon
2000-05-02,Humla,30.0,81.8,0.0,58.2,1.11,15.55,1.2,-19.34,9.13,-5.63,14.76,3.52,2.02,4.02,0.33,3.7,2.36,4.58,0.28,4.3,2000,5,2,Spring
2016-07-28,Humla,30.0,81.8,3.69,58.16,8.44,78.22,7.02,3.33,13.32,1.79,11.53,9.32,3.11,6.58,0.27,6.31,3.22,6.37,0.46,5.91,2016,7,28,Monsoon
2015-05-12,Humla,30.0,81.8,1.14,58.19,5.64,76.85,1.56,-2.18,7.73,-3.24,10.98,4.19,2.96,5.86,1.47,4.38,3.19,5.45,1.73,3.72,2015,5,12,Spring
1993-12-04,Ilam,26.9,87.9,0.0,93.28,4.58,35.25,17.06,1.14,24.28,11.55,12.73,14.12,1.72,2.96,0.33,2.64,2.1,2.76,0.53,2.23,1993,12,4,Winter
1995-05-02,Ilam,26.9,87.9,5.44,92.5,6.72,24.38,29.31,6.58,37.34,21.08,16.24,29.3,2.21,3.54,0.6,2.93,2.86,4.28,1.06,3.23,1995,5,2,Spring
1986-09-17,Ilam,26.9,87.9,4.15,92.76,17.24,88.42,23.39,21.24,26.72,20.92,5.8,23.37,1.81,3.5,0.2,3.31,2.62,4.23,0.42,3.82,1986,9,17,Autumn
2006-05-17,Ilam,26.9,87.9,0.28,92.86,12.06,49.42,27.24,15.62,33.4,21.64,11.76,28.37,2.3,3.86,1.22,2.63,2.84,3.66,2.2,1.46,2006,5,17,Spring
1995-09-14,Ilam,26.9,87.9,0.0,92.66,16.54,75.92,25.23,20.58,29.6,21.56,8.06,25.6,1.67,3.26,0.41,2.85,2.08,3.24,0.71,2.52,1995,9,14,Autumn
1990-10-11,Ilam,26.9,87.9,0.44,93.22,14.5,82.22,21.84,18.51,26.28,18.56,7.72,21.64,1.71,3.4,0.37,3.03,2.21,3.76,0.57,3.2,1990,10,11,Autumn
1993-06-23,Ilam,26.9,87.9,6.7,92.31,17.19,68.61,27.54,21.14,32.69,22.41,10.28,28.48,2.22,3.66,0.85,2.81,2.95,3.8,1.06,2.74,1993,6,23,Monsoon
2000-05-02,Ilam,26.9,87.9,6.24,92.69,12.52,60.8,24.35,15.71,30.62,18.81,11.8,24.83,2.89,4.6,1.5,3.1,3.9,4.86,2.56,2.31,2000,5,2,Spring
2016-07-28,Ilam,26.9,87.9,7.76,92.56,18.88,89.11,24.72,22.66,27.83,22.11,5.72,24.73,2.04,4.7,0.17,4.53,2.48,5.08,0.36,4.72,2016,7,28,Monsoon
2015-05-12,Ilam,26.9,87.9,8.27,92.67,15.27,69.49,25.4,19.26,30.63,21.0,9.63,25.85,2.95,6.46,0.4,6.06,3.91,7.57,0.71,6.86,2015,5,12,Spring
1993-12-04,Jhapa,26.7,87.9,0.0,93.5,4.1,31.21,17.23,-0.21,24.61,11.64,12.97,14.36,1.76,2.92,0.53,2.39,2.14,2.66,0.79,1.87,1993,12,4,Winter
1995-05-02,Jhapa,26.7,87.9,5.39,92.69,6.92,24.69,29.64,7.05,37.77,21.38,16.39,29.7,2.2,4.01,0.3,3.71,2.87,4.77,0.73,4.04,1995,5,2,Spring
1986-09-17,Jhapa,26.7,87.9,3.38,92.98,17.22,87.82,23.52,21.29,26.87,21.03,5.84,23.59,1.84,3.57,0.27,3.3,2.58,4.17,0.5,3.67,1986,9,17,Autumn
2006-05-17,Jhapa,26.7,87.9,0.23,93.08,12.24,49.17,27.62,15.9,33.85,21.91,11.94,29.01,2.31,3.74,1.27,2.47,2.81,3.48,2.13,1.35,2006,5,17,Spring
1995-09-14,Jhapa,26.7,87.9,0.0,92.87,16.54,74.86,25.5,20.64,30.01,21.73,8.28,26.04,1.63,3.24,0.24,2.99,1.97,3.22,0.39,2.82,1995,9,14,Autumn
1990-10-11,Jhapa,26.7,87.9,0.32,93.44,14.49,81.56,22.0,18.58,26.58,18.56,8.02,22.01,1.67,3.41,0.49,2.92,2.13,3.61,0.73,2.88,1990,10,11,Autumn
1993-06-23,Jhapa,26.7,87.9,6.2,92.52,17.03,66.89,27.85,21.04,33.25,22.48,10.77,29.01,2.28,3.76,0.9,2.86,2.99,3.9,1.11,2.79,1993,6,23,Monsoon
2000-05-02,Jhapa,26.7,87.9,4.93,92.9,12.04,57.2,24.74,15.21,31.31,18.82,12.48,25.39,3.04,4.7,1.66,3.03,4.05,5.08,2.67,2.41,2000,5,2,Spring
2016-07-28,Jhapa,26.7,87.9,6.75,92.77,18.89,88.89,24.81,22.73,27.99,22.11,5.88,24.91,2.01,4.8,0.27,4.53,2.41,5.1,0.54,4.57,2016,7,28,Monsoon
2015-05-12,Jhapa,26.7,87.9,9.21,92.89,15.19,68.06,25.69,19.23,30.78,21.28,9.5,26.19,2.89,6.41,0.43,5.98,3.72,7.32,0.69,6.63,2015,5,12,Spring
1993-12-04,Jumla,29.3,82.3,0.0,75.35,1.3,15.21,7.34,-15.29,16.22,1.07,15.14,3.44,2.11,4.66,0.44,4.22,2.14,4.13,0.52,3.61,1993,12,4,Winter
1995-05-02,Jumla,29.3,82.3,0.0,75.21,4.03,28.04,15.61,-3.14,23.28,9.03,14.24,16.34,3.32,7.38,0.6,6.78,3.56,7.42,0.74,6.68,1995,5,2,Spring
1986-09-17,Jumla,29.3,82.3,0.0,75.26,8.43,64.54,13.5,6.27,20.31,7.54,12.78,13.14,2.22,4.62,0.5,4.12,2.19,3.91,0.65,3.27,1986,9,17,Autumn
2006-05-17,Jumla,29.3,82.3,3.22,75.4,9.4,60.89,16.24,8.31,22.44,10.38,12.06,17.18,2.3,5.84,0.36,5.48,2.16,4.89,0.44,4.46,2006,5,17,Spring
1995-09-14,Jumla,29.3,82.3,0.16,75.18,11.36,75.31,15.76,11.02,21.72,11.48,10.24,17.24,1.98,4.96,0.21,4.76,1.92,4.27,0.31,3.96,1995,9,14,Autumn
1990-10-11,Jumla,29.3,82.3,0.0,75.5,8.12,69.31,11.92,5.82,17.84,7.52,10.32,12.36,1.89,4.56,0.23,4.32,1.82,3.92,0.21,3.7,1990,10,11,Autumn
1993-06-23,Jumla,29.3,82.3,2.2,75.03,10.89,58.07,19.28,10.41,25.5,13.84,11.66,21.52,2.59,5.54,0.31,5.23,2.36,4.55,0.4,4.14,1993,6,23,Monsoon
2000-05-02,Jumla,29.3,82.3,0.0,75.14,1.84,11.98,16.49,-11.91,26.0,6.8,19.2,17.2,2.98,6.43,0.52,5.9,3.01,5.8,0.67,5.13,2000,5,2,Spring
2016-07-28,Jumla,29.3,82.3,6.38,75.05,13.74,89.9,15.93,14.06,19.09,13.44,5.65,16.66,2.28,4.52,0.48,4.04,2.44,4.07,0.67,3.4,2016,7,28,Monsoon
2015-05-12,Jumla,29.3,82.3,1.72,75.29,8.2,59.52,14.8,6.52,21.0,9.02,11.97,15.55,2.28,4.72,0.58,4.13,2.26,4.1,0.72,3.37,2015,5,12,Spring
1993-12-04,Kabhre,27.6,85.6,0.0,78.25,2.3,24.85,9.18,-9.87,16.65,4.89,11.76,4.94,1.73,4.35,0.4,3.95,1.65,3.58,0.31,3.27,1993,12,4,Winter
1995-05-02,Kabhre,27.6,85.6,0.13,77.98,3.83,21.75,19.01,-3.4,27.1,11.7,15.4,19.83,3.77,8.08,1.06,7.02,4.16,8.4,1.43,6.97,1995,5,2,Spring
1986-09-17,Kabhre,27.6,85.6,0.45,78.08,11.57,80.64,15.72,11.48,20.84,11.82,9.02,16.14,2.26,5.0,0.54,4.46,2.19,3.96,0.84,3.13,1986,9,17,Autumn
2006-05-17,Kabhre,27.6,85.6,0.24,78.2,10.46,61.23,18.52,10.42,24.2,13.54,10.66,20.7,2.58,5.21,0.48,4.73,2.36,4.43,0.7,3.73,2006,5,17,Spring
1995-09-14,Kabhre,27.6,85.6,0.07,78.01,12.64,82.65,16.71,13.14,21.33,13.05,8.28,17.71,1.93,4.65,0.13,4.51,1.8,3.72,0.18,3.54,1995,9,14,Autumn
1990-10-11,Kabhre,27.6,85.6,0.0,78.39,9.25,76.3,13.21,7.36,18.28,9.68,8.6,12.83,1.61,4.11,0.22,3.89,1.51,3.37,0.19,3.18,1990,10,11,Autumn
1993-06-23,Kabhre,27.6,85.6,0.09,77.81,12.14,64.53,19.98,12.65,25.81,14.71,11.11,22.34,2.32,4.95,0.12,4.83,1.95,4.0,0.2,3.8,1993,6,23,Monsoon
2000-05-02,Kabhre,27.6,85.6,0.08,77.96,3.8,23.93,17.36,-3.9,24.28,11.91,12.38,17.86,2.56,5.85,0.49,5.36,2.36,4.81,0.73,4.08,2000,5,2,Spring
2016-07-28,Kabhre,27.6,85.6,7.06,77.92,14.37,96.11,16.32,15.11,18.69,14.47,4.22,16.71,1.87,4.04,0.54,3.5,1.86,3.55,0.65,2.9,2016,7,28,Monsoon
2015-05-12,Kabhre,27.6,85.6,6.12,78.04,9.62,65.6,16.08,9.01,21.1,11.97,9.13,16.46,2.73,5.72,0.48,5.24,2.75,5.08,0.65,4.43,2015,5,12,Spring
1993-12-04,Kailali,28.8,80.8,0.0,93.92,2.18,16.74,17.21,-7.54,25.96,11.38,14.58,14.27,2.07,3.38,0.42,2.96,2.61,3.88,0.46,3.42,1993,12,4,Winter
1995-05-02,Kailali,28.8,80.8,0.0,93.21,5.1,17.32,30.61,2.98,39.24,21.87,17.38,30.94,3.73,6.76,2.05,4.71,5.07,8.14,2.98,5.17,1995,5,2,Spring
1986-09-17,Kailali,28.8,80.8,0.0,93.41,11.45,51.4,25.81,14.9,31.57,20.23,11.35,24.66,2.03,3.67,0.41,3.26,2.68,4.21,0.53,3.68,1986,9,17,Autumn
2006-05-17,Kailali,28.8,80.8,2.99,93.46,12.63,47.08,28.96,16.47,35.45,22.19,13.26,30.17,2.29,3.75,1.34,2.41,3.12,4.3,1.88,2.42,2006,5,17,Spring
